ground_truth_id,evaluation_split,cluster_id_1,cluster_id_2,identity_records_in_cluster_1,identity_records_in_cluster_2,true_record_pair_opportunities,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,candidate_generated,evaluated_cluster_id_1,evaluated_cluster_id_2,weighted_similarity_score,evidence_coverage,sufficient_support,static_conflict,selected_decision,selected_reason,selected_automatic_threshold,selected_minimum_coverage,false_negative_reason
GT009808,evaluation,DCL009516,DCL010484,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL009472,ECL010395,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009808,evaluation,DCL010484,DCL010737,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL010395,ECL009472,0.9545,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009809,calibration,DCL003036,DCL010682,4,1,4,,,,,,False,ECL003036,ECL010584,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009818,evaluation,DCL006872,DCL008611,2,1,2,2,1,B02,Surname initial and postcode outward code,1,True,ECL006872,ECL008594,0.8889,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009824,evaluation,DCL002358,DCL010652,12,1,12,12,1,B04,Email domain and local-part prefix,1,True,ECL002358,ECL010556,0.975,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT009833,calibration,DCL003476,DCL010325,5,1,5,,,,,,False,ECL003476,ECL010243,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009835,calibration,DCL002467,DCL008429,1,6,6,1,6,B02 | B04,Email domain and local-part prefix | Surname initial and postcode outward code,2,True,ECL002467,ECL008418,0.9636,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT009889,calibration,DCL002172,DCL008808,7,2,14,7,2,B01 | B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,3,True,ECL002172,ECL008782,0.8356,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT009892,calibration,DCL001843,DCL009550,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL001843,ECL009506,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009894,calibration,DCL007300,DCL010375,14,1,14,14,1,B04,Email domain and local-part prefix,1,True,ECL007300,ECL010291,0.984,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT009911,calibration,DCL001751,DCL010657,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL001751,ECL010561,0.96,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT009913,calibration,DCL003542,DCL010410,2,1,2,,,,,,False,ECL003542,ECL010324,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009918,calibration,DCL004603,DCL010226,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL004603,ECL010150,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009938,evaluation,DCL008248,DCL009619,2,1,2,,,,,,False,ECL008240,ECL009572,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009958,calibration,DCL010394,DCL010451,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL010308,ECL010362,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT009960,calibration,DCL001835,DCL009971,9,1,9,,,,,,False,ECL001835,ECL009907,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009969,calibration,DCL008405,DCL010041,2,1,2,,,,,,False,ECL008394,ECL009973,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009974,evaluation,DCL007875,DCL009585,3,1,3,,,,,,False,ECL007873,ECL009539,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009977,calibration,DCL004331,DCL009882,10,1,10,,,,,,False,ECL004331,ECL009820,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT009990,evaluation,DCL005484,DCL010463,9,1,9,,,,,,False,ECL005484,ECL010374,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
